TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
1122121,27.37,101207.3594,-4373.5532,-0.8238,-9.4928,2.3144,-17.0909,-54.9091,-12.9592,-3.7744,-3.3007,4.4818,-76.2985,4.8191,116.5804,-37.5492,175.2622,26.8,0.09,4.1057
1123122,27.36,101207.9766,-4373.6094,-0.7845,-9.5321,2.2751,-17.2727,-54.6364,-13.0612,-4.5942,-3.7212,3.7309,-76.5756,4.5771,117.5038,-37.5492,175.2622,26.8,0.03,4.1186
1124123,27.38,101206.2109,-4373.1353,-0.863,-9.5713,2.3144,-17.2727,-55,-13.1633,4.6133,1.4798,3.7443,-76.4066,5.0085,116.4742,-37.5492,175.2622,26.8,0.02,4.0992
1125124,27.37,101208.5234,-4373.6597,-0.8238,-9.4536,2.3536,-16.8182,-54.8182,-12.9592,4.1841,1.0756,3.7165,-76.0197,4.8332,115.906,-37.5492,175.2622,26.8,0.03,4.1121
1126125,27.37,101204.875,-4373.3257,-0.7845,-9.5321,2.1967,-17.2727,-54.5455,-12.7551,3.3866,3.5447,3.77,-77.0226,4.5854,118.1363,-37.5492,175.2622,26.8,0.04,4.1186
1127126,27.38,101208.7109,-4373.6768,-0.8238,-9.4536,2.432,-17.1818,-54.9091,-12.0408,2.7297,-0.9183,3.7735,-75.5729,4.8237,116.9808,-37.5492,175.2622,26.8,0.01,4.1121
1128127,27.38,101206.8828,-4373.5098,-0.8238,-9.5713,2.4713,-17.0909,-54.7273,-11.6327,2.2084,1.6861,4.0146,-75.5226,4.7636,117.296,-37.5492,175.2622,26.8,0.02,4.1186
1129128,27.37,101207.8672,-4373.5996,-0.8238,-9.5321,2.3928,-17.1818,-54.7273,-12.8571,1.5296,-2.8466,4.1837,-75.9083,4.7913,116.6577,-37.5492,175.2622,26.8,0.01,4.1186
1130129,27.37,101205.7031,-4373.4014,-0.7845,-9.4928,2.4713,-17.1818,-54.0909,-11.7347,0.8541,-3.7385,4.311,-75.408,4.5727,117.8309,-37.5492,175.2622,26.8,0.01,4.1121
1131130,27.36,101202.4844,-4373.1069,-0.7845,-9.6105,2.3536,-17.1818,-54.0909,-12.0408,0.3378,-1.1249,4.4176,-76.2392,4.5335,118.2577,-37.5492,175.2622,26.8,0.03,4.1057
1132131,27.37,101206.375,-4373.4629,-0.863,-9.4928,2.3144,-17.2727,-54.6364,-11.9388,-0.4664,-2.0165,4.9853,-76.2985,5.0474,117.5175,-37.5492,175.2622,26.8,0.03,4.1121
1133132,27.37,101207.8672,-4373.5996,-0.7453,-9.4928,2.3928,-17.2727,-54.5455,-11.9388,-1.1967,-3.1285,4.6328,-75.8524,4.3536,118.331,-37.5492,175.2622,26.8,0.08,4.1057
1134133,27.38,101208.7109,-4373.6768,-0.7845,-9.4144,2.432,-17.0909,-54.5455,-12.6531,-2.1498,-3.9396,4.4219,-75.5153,4.6129,116.7345,-37.5492,175.2622,26.8,0.05,4.1121
1135134,27.38,101202.5469,-4373.1123,-0.8238,-9.5321,2.3536,-17,-54.9091,-12.9592,-2.853,1.9361,4.4954,-76.1303,4.7959,116.3356,-37.5492,175.2622,26.8,0.02,4.1186
1136135,27.38,101207.8906,-4373.6016,-0.8238,-9.4536,2.3144,-17.0909,-54.2727,-12.2449,-3.6,0.9165,4.5319,-76.2438,4.8378,117.3545,-37.5492,175.2622,26.8,0.04,4.1121
1137136,27.38,101207.2188,-4373.54,-0.8238,-9.4928,2.432,-16.9091,-54.9091,-12.3469,-4.3214,2.7206,4.6171,-75.63,4.8051,116.3077,-37.5492,175.2622,26.8,0.01,4.1121
1138137,27.38,101205.8828,-4373.4185,-0.7845,-9.4928,2.5105,-17.1818,-54.5455,-12.0408,4.9524,1.8415,4.8029,-75.1865,4.5681,117.2407,-37.5492,175.2622,26.8,0.04,4.1057
1139138,27.38,101208.0469,-4373.6157,-0.5884,-9.689,2.2751,-17.0909,-55,-12.8571,3.8694,0.6429,-4.8006,-76.7853,3.3834,119.2911,-37.5492,175.2622,26.8,0.02,4.1121
1140139,27.38,101207.5469,-4373.5698,-0.863,-9.4928,2.3144,-16.6364,-54.4545,-12.1429,3.3343,0.2074,-4.9923,-76.2985,5.0474,116.2347,-37.5492,175.2622,26.8,0.02,4.1121
1141140,27.38,101204.8906,-4373.2349,-0.863,-9.7674,2.3144,-17,-55.6364,-12.2449,2.8382,-0.3653,-3.9831,-76.6697,4.9138,116.8805,-37.5492,175.2622,26.8,0.08,4.1186
1142141,27.38,101204.8828,-4373.3267,-0.7453,-9.4144,2.432,-17.1818,-55.9091,-12.3469,2.1354,-0.8697,-4.0262,-75.5153,4.3832,117.0248,-37.5492,175.2622,26.8,0.1,4.1121
1143142,27.37,101202.7031,-4373.1265,-0.8238,-9.4928,2.589,-16.2727,-54.8182,-10.6122,1.3082,-4.5677,-3.989,-74.7449,4.7856,116.0156,-37.5492,175.2622,26.8,0.05,4.1057
1144143,27.38,101206.7188,-4373.4941,-0.7845,-9.6497,2.3536,-16.6364,-54.0909,-11.1224,0.6765,-2.9922,-4.1776,-76.293,4.5162,118.1773,-37.5492,175.2622,26.8,0.11,4.1121
1145144,27.37,101207.0313,-4373.5225,-0.863,-9.4536,2.3536,-16.3636,-54.5455,-12.449,0.1298,-3.7897,1.1897,-76.0197,5.0622,115.2175,-37.5492,175.2622,26.8,0.12,4.1121
1146145,27.38,101207.7109,-4373.5854,-0.8238,-9.6105,2.2751,-16.4545,-54.2727,-12.0408,-0.5577,-4.8629,-4.1493,-76.6813,4.7679,116.8078,-37.5492,175.2622,26.8,0.07,4.1057
1147146,27.38,101205.0625,-4373.3428,-0.9022,-9.5713,2.589,-16.9091,-55.6364,-11.2245,-1.3772,4.7191,-4.1614,-74.8642,5.1992,115.7593,-37.5492,175.2622,26.8,0.07,4.1057
1148147,27.38,101202.2188,-4373.0825,-0.863,-9.2967,2.3536,-17,-55.5455,-11.1224,-2.169,1.3231,-4.116,-75.7932,5.1421,116.8329,-37.5492,175.2622,26.8,0.09,4.1186
1149148,27.38,101205.0625,-4373.3428,-0.8238,-9.4536,2.1967,-16.1818,-54.2727,-10.5102,-2.7385,3.1466,-3.9529,-76.9186,4.8514,117.7603,-37.5492,175.2622,26.8,0.01,4.1057
1150149,27.38,101207.0625,-4373.5259,-0.7453,-9.689,2.432,-16.5455,-54.7273,-12.1429,-3.5704,-0.1672,-3.9262,-75.9092,4.2668,116.9646,-37.5492,175.2622,26.8,0.08,4.125
1151150,27.38,101205.8906,-4373.4185,-0.7845,-9.4536,2.3928,-16.7273,-54.5455,-11.9388,-4.132,-1.1487,-3.9398,-75.7961,4.5996,116.9112,-37.5492,175.2622,26.8,0.1,4.1057
1152151,27.38,101205.3906,-4373.3726,-0.9022,-9.6497,2.3928,-17,-54.7273,-12.1429,-4.9437,-0.0079,-3.8019,-76.0734,5.1853,116.4089,-37.5492,175.2622,26.8,0.02,4.1057
1153152,27.39,101207.4531,-4373.5615,-0.5884,-9.2183,2.4713,-16.6364,-54.4545,-12.3469,4.3602,-1.0281,-3.6534,-74.9927,3.528,117.5285,-37.5492,175.2622,26.8,0.01,4.0992
1154153,27.38,101203.3906,-4373.1899,-0.7453,-9.6105,2.1967,-17.0909,-55.7273,-12.449,3.5296,-2.1696,-3.6256,-77.125,4.3234,118.1828,-37.5492,175.2622,26.8,0,4.1057
1155154,27.38,101202.8828,-4373.1426,-0.5884,-9.689,1.7652,-12.8182,-56.3636,-10.102,2.6785,-3.3562,-3.5934,-79.6747,3.4191,115.5869,-37.5492,175.2622,26.8,0.01,4.1057
1156155,27.4,101209.2969,-4373.7305,-0.6276,-10.1205,2.3928,-12.6364,-56.2727,-11.0204,2.0667,-4.6504,-3.4899,-76.6976,3.4537,111.7975,-37.5492,175.2622,26.8,0.01,4.1186
1157156,27.38,101202.8906,-4373.144,-0.6276,-9.4144,2.432,-16.3636,-55.4545,-11.9388,1.3418,4.2174,-3.4028,-75.5153,3.6932,117.1901,-37.5492,175.2622,26.8,0.02,4.1057
1158157,27.39,101203.2734,-4373.1182,-0.9414,-9.5321,2.4713,-16.8182,-54.2727,-12.7551,1.0285,3.5062,-3.3362,-75.4655,5.4611,114.8873,-37.5492,175.2622,26.8,0.01,4.1121
1159158,27.39,101200.3828,-4372.9141,-0.7061,-9.4928,2.3536,-16.5455,-54.2727,-12.6531,0.2828,2.3271,-3.246,-76.0752,4.1293,117.0292,-37.5492,175.2622,26.8,0.02,4.1186
1160159,27.39,101204.7813,-4373.3164,-0.7845,-9.3752,2.3928,-16.6364,-54.5455,-12.3469,-0.0426,1.4421,-3.2425,-75.6821,4.6356,116.2601,-37.5492,175.2622,26.8,0.05,4.0992
1161160,27.39,101201.1094,-4372.981,-0.9022,-9.4536,2.4713,-16.6364,-54.3636,-12.6531,-0.8606,0.2619,-3.1986,-75.3501,5.2753,114.8269,-37.5492,175.2622,26.8,0.04,4.0992
1162161,27.38,101205.0469,-4373.3413,-0.863,-9.4928,2.3536,-16.3636,-54.9091,-12.449,-1.6073,-0.856,-3.1322,-76.0752,5.0426,115.1543,-37.5492,175.2622,26.8,0.03,4.1121
1163162,27.39,101205.7813,-4373.4082,-0.7453,-9.4536,2.4713,-16.6364,-54.3636,-12.449,-2.447,-2.0327,-3.125,-75.3501,4.3618,116.4418,-37.5492,175.2622,26.8,0.02,4.1057
1164163,27.39,101203.4531,-4373.1953,-0.863,-9.4928,2.2359,-16.6364,-54.9091,-11.8367,-3.2327,-3.162,-3.0656,-76.7463,5.0568,116.6502,-37.5492,175.2622,26.8,0.01,4.1057
1165164,27.39,101208.2813,-4373.6377,-0.7845,-9.4928,2.2359,-16.4545,-54.5455,-12.449,-4.0548,-4.3619,-3.0267,-76.7463,4.5992,116.6801,-37.5492,175.2622,26.8,0.05,4.0992
1166165,27.39,101204.4531,-4373.2866,-0.7845,-9.4928,2.2751,-16.5455,-54.7273,-12.3469,-4.9401,4.7559,-3.2562,-76.5222,4.5949,116.7097,-37.5492,175.2622,26.8,0.06,4.1057
1167166,27.4,101205.625,-4373.3945,-0.863,-9.6105,2.5105,-16.4545,-54.6364,-12.551,4.2988,3.5836,-3.1776,-75.3601,4.9654,114.9819,-37.5492,175.2622,26.8,0.03,4.1121
1168167,27.4,101207.4609,-4373.5625,-0.863,-9.8067,2.5497,-16.7273,-54.6364,-12.2449,3.4908,2.4025,-2.8314,-75.4258,4.868,115.9195,-37.5492,175.2622,26.8,0.01,4.1121
1169168,27.4,101206.7969,-4373.502,-0.863,-9.5321,2.3144,-16.4545,-54.7273,-12.0408,2.7396,1.8776,-2.764,-76.3528,5.0279,115.9521,-37.5492,175.2622,26.8,0.04,4.0992
1170169,27.4,101202.7969,-4373.1353,-0.7845,-9.5713,2.3144,-16.7273,-54.7273,-12.8571,2.0469,1.2851,-2.4393,-76.4066,4.5552,116.5831,-37.5492,175.2622,26.8,0.01,4.0992
1171170,27.4,101205.4609,-4373.3789,-0.8238,-9.5713,2.432,-16.8182,-54.3636,-11.2245,1.4186,0.2897,-2.4526,-75.743,4.7683,117.4578,-37.5492,175.2622,26.8,0.04,4.1121
1172171,27.4,101206.625,-4373.4858,-0.9414,-9.5713,2.4713,-16.3636,-54.4545,-12.6531,0.659,-1.5116,-2.3634,-75.5226,5.4403,114.139,-37.5492,175.2622,26.8,0.03,4.1057
1173172,27.4,101206.2969,-4373.4561,-0.7453,-9.3359,2.432,-16.4545,-53.7273,-11.8367,-0.0848,-1.9372,-2.3384,-75.3987,4.4175,116.8057,-37.5492,175.2622,26.8,0.01,4.1057
1174173,27.39,101205.4531,-4373.3784,-0.7845,-9.4928,2.3928,-16.4545,-54.3636,-12.6531,-0.8459,-3.582,-2.2539,-75.8524,4.5818,115.9513,-37.5492,175.2622,26.8,0.01,4.1121
1175174,27.39,101203.7734,-4373.2246,-0.863,-9.5321,2.3536,-16.7273,-54.3636,-11.8367,-1.5806,-4.2272,-2.1953,-76.1303,5.0231,116.6185,-37.5492,175.2622,26.8,0.03,4.1121
1176175,27.4,101205.625,-4373.3486,-0.7453,-9.6105,2.3144,-16.8182,-54.4545,-11.7347,-2.2617,-4.7133,-1.9285,-76.46,4.3117,118.2804,-37.5492,175.2622,26.8,0.01,4.1121
1177176,27.4,101204.1406,-4373.2578,-0.7845,-9.6105,2.3536,-16.5455,-54.4545,-12.449,-2.8097,4.4118,-1.8269,-76.2392,4.5335,116.6104,-37.5492,175.2622,26.8,0.04,4.1057
1178177,27.41,101208.3516,-4373.644,-0.863,-9.5321,2.2751,-16.6364,-54.1818,-11.3265,-3.6495,3.3637,-1.8214,-76.5756,5.0326,117.302,-37.5492,175.2622,26.8,0.02,4.1121
1179178,27.41,101207.3516,-4373.5522,-0.7845,-9.4928,2.1967,-16.2727,-54.6364,-12.6531,-4.4413,2.0432,-1.748,-76.9708,4.6034,116.294,-37.5492,175.2622,26.8,0.02,4.0992
1180179,27.4,101204.7969,-4373.3184,-0.9022,-9.7282,2.2359,-16.8182,-54.2727,-11.5306,4.9595,1.0058,-1.7701,-77.056,5.1647,117.5819,-37.5492,175.2622,26.8,0.02,4.1121
1181180,27.41,101209.1875,-4373.7202,-0.8238,-9.1006,2.4713,-16.5455,-54.3636,-11.9388,4.4448,0.3454,-1.952,-74.8076,4.9923,115.3162,-37.5492,175.2622,26.8,0.02,4.1186
1182181,27.41,101202.6875,-4373.125,-0.8238,-9.3359,2.1182,-16.6364,-54.3636,-12.551,3.8408,-0.7123,-2.0626,-77.2165,4.9181,116.8169,-37.5492,175.2622,26.8,0.02,4.1057
1183182,27.41,101205.5156,-4373.3848,-0.9022,-9.6105,2.432,-16.9091,-54.5455,-12.8571,3.5838,-1.1145,-1.9421,-75.7988,5.2001,115.509,-37.5492,175.2622,26.8,0.04,4.1057
1184183,27.41,101206.8594,-4373.5073,-0.7845,-9.4144,2.2751,-16.4545,-54.7273,-12.551,2.7727,-2.1967,-1.9306,-76.414,4.6309,116.2279,-37.5492,175.2622,26.8,0.04,4.0992
1185184,27.41,101207.8594,-4373.5986,-0.8238,-9.689,2.1182,-16.6364,-54.5455,-12.6531,2.4264,-3.4575,-1.863,-77.6678,4.748,117.2987,-37.5492,175.2622,26.8,0.03,4.0992
1186185,27.41,101207.8516,-4373.5981,-0.6669,-9.3359,2.1182,-16.7273,-54.5455,-12.6531,2.0221,-3.9277,4.1718,-77.2165,3.9847,118.377,-37.5492,175.2622,26.8,0.04,4.0992
1187186,27.4,101206.1406,-4373.4409,-0.9807,-9.7674,2.1182,-16.5455,-54.3636,-11.4286,1.4496,-4.5268,-1.0533,-77.7639,5.604,116.9062,-37.5492,175.2622,26.8,0.01,4.1057
1188187,27.41,101203.5156,-4373.2012,-1.0199,-9.4928,2.2359,-16.3636,-54.3636,-12.2449,0.6848,4.9914,-0.567,-76.7463,5.9701,114.4055,-37.5492,175.2622,26.8,0.08,4.1186
1189188,27.4,101206.2969,-4373.4561,-0.9414,-9.8459,2.6674,-16.8182,-54.4545,-11.6327,-0.1161,3.8506,-0.5316,-74.8415,5.2729,115.5898,-37.5492,175.2622,26.8,0.06,4.1057
1190189,27.41,101205.1953,-4373.355,-0.8238,-9.8851,2.3536,-16.6364,-54.6364,-12.449,-0.9047,2.7281,-0.4992,-76.6075,4.6347,116.8192,-37.5492,175.2622,26.8,0.02,4.1186
1191190,27.4,101206.125,-4373.4404,-0.8238,-9.6105,2.432,-17,-53.9091,-11.9388,-1.6481,1.6832,-0.4724,-75.7988,4.7501,117.403,-37.5492,175.2622,26.8,0.12,4.1057
1192191,27.41,101209.6953,-4373.7666,-0.7453,-9.6105,2.2751,-16.3636,-54.4545,-12.7551,-2.4807,0.4484,-0.4314,-76.6813,4.3157,116.6981,-37.5492,175.2622,26.8,0.02,4.1057
1193192,27.41,101206.6953,-4373.5073,-0.9414,-9.4928,2.2751,-16.4545,-54.5455,-11.3265,-3.4121,-0.4491,0.1316,-76.5222,5.5087,115.9362,-37.5492,175.2622,26.8,0.03,4.1057
1194193,27.41,101209.1953,-4373.7217,-0.8238,-9.3359,2.4713,-16.6364,-54.6364,-12.7551,-3.728,-1.6643,0.2187,-75.1735,4.8754,115.1705,-37.5492,175.2622,26.8,0.02,4.1057
1195194,27.42,101206.875,-4373.5083,-0.863,-9.5321,2.3928,-16.8182,-54.0909,-11.6327,-4.5319,-1.9702,0.2703,-75.9083,5.0183,116.9129,-37.5492,175.2622,26.8,0.01,4.1057
1196195,27.41,101205.8516,-4373.415,-0.7845,-9.4536,2.1182,-16.6364,-54.5455,-11.6327,4.8753,-3.2933,0.2549,-77.3705,4.6297,118.2192,-37.5492,175.2622,26.8,0.01,4.1057
1197196,27.41,101207.3594,-4373.5532,-0.7453,-9.5713,2.6674,-16.5455,-54.4545,-12.7551,4.3069,-3.7623,0.1206,-74.4275,4.2897,115.4969,-37.5492,175.2622,26.8,0.03,4.0992
1198197,27.41,101207.1953,-4373.5381,-0.9022,-9.6497,2.3144,-16.5455,-54.3636,-11.5306,3.7186,-4.9506,-0.3297,-76.5131,5.1949,116.5433,-37.5492,175.2622,26.8,0.03,4.1186
1199198,27.42,101207.0469,-4373.5249,-0.1961,-9.3752,1.726,-16.8182,-54.0909,-11.7347,3.0203,4.0254,-0.2715,-79.5686,1.1787,126.4609,-37.5492,175.2622,26.8,0.02,4.1186
1200199,27.41,101203.8672,-4373.2334,-0.7453,-9.3752,2.3144,-16.7273,-54.2727,-11.4286,2.2709,2.8666,-0.1587,-76.1331,4.4134,118.0334,-37.5492,175.2622,26.8,0.02,4.1057
1201200,27.42,101205.375,-4373.3716,-0.7453,-9.4536,2.4713,-16.5455,-54.5455,-11.8367,1.5186,1.7092,-0.066,-75.3501,4.3618,116.7248,-37.5492,175.2622,26.8,0.04,4.1057
1202201,27.41,101205.5313,-4373.3853,-0.7453,-9.4536,2.3928,-16.7273,-54.2727,-11.4286,0.7758,0.5979,-0.0081,-75.7961,4.3705,117.8371,-37.5492,175.2622,26.8,0.04,4.0992
1203202,27.42,101206.0469,-4373.4331,-0.7845,-9.6497,2.1967,-16.2727,-54.4545,-11.7347,0.41,0.2902,-4.1928,-77.1756,4.5325,117.4681,-37.5492,175.2622,26.8,0.01,4.1121
1204203,27.41,101204.8516,-4373.3232,-0.863,-9.4928,2.5497,-16.4545,-54.1818,-11.7347,-0.3861,-0.8092,0.2298,-74.9655,5.0175,115.4481,-37.5492,175.2622,26.8,0.01,4.1057
1205204,27.42,101204.0859,-4373.2529,-0.7061,-9.5321,2.3144,-16.6364,-54.4545,-11.6327,-1.1695,-1.4413,-3.6676,-76.3528,4.1172,118.2751,-37.5492,175.2622,26.8,0.04,4.1057
1206205,27.41,101208.1953,-4373.6299,-0.863,-9.4928,2.3928,-16.8182,-53.9091,-11.5306,-1.9659,-1.0701,0.6014,-75.8524,5.0377,116.9995,-37.5492,175.2622,26.8,0.04,4.0992
1207206,27.42,101207.2578,-4373.5435,-0.9414,-9.5321,2.3928,-16.5455,-54.3636,-11.7347,-2.6583,-3.1994,0.5932,-75.9083,5.4719,115.4478,-37.5492,175.2622,26.8,0.02,4.1121
1208207,27.41,101203.0313,-4373.1567,-0.7061,-9.5321,2.4713,-16.8182,-54.6364,-11.7347,-3.4132,-4.2121,0.9449,-75.4655,4.1013,117.7729,-37.5492,175.2622,26.8,0.02,4.0992
1209208,27.42,101205.0469,-4373.3413,-0.8238,-9.6105,2.3536,-16.6364,-53.7273,-11.5306,-4.2319,4.6381,0.9762,-76.2392,4.7591,117.4885,-37.5492,175.2622,26.8,0.03,4.1057
1210209,27.42,101205.2578,-4373.3604,-0.8238,-9.4928,2.3928,-16.6364,-54.4545,-12.551,4.9414,-4.7736,0.9827,-75.8524,4.8098,115.9638,-37.5492,175.2622,26.8,0.02,4.1121
1211210,27.42,101202.0469,-4373.1465,-0.7845,-9.4928,2.3536,-16.5455,-54.3636,-11.1224,4.3487,2.9157,-2.9315,-76.0752,4.5862,117.6079,-37.5492,175.2622,26.8,0.03,4.1057
1212211,27.42,101204.5859,-4373.2988,-0.7845,-9.4928,2.3144,-16.5455,-54.5455,-12.8571,3.5071,3.5939,1.2955,-76.2985,4.5906,116.1836,-37.5492,175.2622,26.8,0.03,4.1057
1213212,27.42,101204.2578,-4373.2695,-0.7845,-9.4928,2.3144,-16.5455,-54.6364,-12.2449,2.7935,1.0035,1.3199,-76.2985,4.5906,116.6705,-37.5492,175.2622,26.8,0.04,4.1121
1214213,27.43,101206.7656,-4373.4985,-0.7453,-9.5713,2.3928,-16.6364,-54.0909,-11.6327,2.1968,0.3625,2.7034,-75.9638,4.3201,117.7664,-37.5492,175.2622,26.8,0.01,4.1186
1215214,27.43,101204.2656,-4373.27,-0.7845,-9.4536,2.4713,-16.4545,-54.4545,-12.3469,1.4839,1.4178,2.686,-75.3501,4.5904,115.8051,-37.5492,175.2622,26.8,0.06,4.1057
1216215,27.42,101204.7578,-4373.3149,-0.7453,-9.5321,2.2751,-16.5455,-54.6364,-11.7347,0.9268,-1.0075,2.6873,-76.5756,4.3491,117.7416,-37.5492,175.2622,26.8,0.03,4.1121
1217216,27.42,101204.5859,-4373.2988,-0.863,-9.4928,2.3536,-16.7273,-54.5455,-12.6531,0.442,-1.905,2.6073,-76.0752,5.0426,115.7896,-37.5492,175.2622,26.8,0.01,4.1057
1218217,27.42,101206.5859,-4373.4824,-0.7845,-9.5713,2.2751,-16.7273,-54.4545,-12.449,-0.3004,-0.7614,2.6838,-76.6287,4.5594,117.1913,-37.5492,175.2622,26.8,0.05,4.1121
1219218,27.42,101206.4219,-4373.4673,-0.7845,-9.2575,2.7066,-16.5455,-54.5455,-12.2449,-1.1234,-1.8773,2.761,-73.7025,4.6502,114.838,-37.5492,175.2622,26.8,0.04,4.1057
1220219,27.43,101207.7813,-4373.5913,-0.7061,-9.5321,2.3144,-16.5455,-54.5455,-12.449,-1.799,-4.6424,2.7095,-76.3528,4.1172,117.339,-37.5492,175.2622,26.8,0.04,4.1121
1221220,27.43,101207.7813,-4373.5913,-0.8238,-9.4536,2.4713,-16.5455,-54.6364,-12.6531,-2.5531,4.3141,2.7791,-75.3501,4.8189,115.2942,-37.5492,175.2622,26.8,0.02,4.1057
1222221,27.43,101207.7656,-4373.5898,-0.8238,-9.5321,2.4713,-16.7273,-53.7273,-11.6327,-3.3485,3.1151,2.8416,-75.4655,4.7819,116.9435,-37.5492,175.2622,26.8,0.01,4.0992
1223222,27.43,101204.7656,-4373.3159,-0.7453,-9.4928,2.3928,-16.6364,-54.5455,-11.7347,-4.1934,4.4651,2.8614,-75.8524,4.3536,117.3674,-37.5492,175.2622,26.8,0.03,4.1186
1224223,27.42,101206.5859,-4373.4824,-0.7845,-9.4928,2.3928,-16.4545,-54.5455,-12.0408,-4.9152,1.5689,2.6872,-75.8524,4.5818,116.3965,-37.5492,175.2622,26.8,0.05,4.1057
1225224,27.42,101204.7578,-4373.3149,-0.8238,-9.5321,2.3536,-16.5455,-54.3636,-11.5306,4.3003,3.0468,2.7355,-76.1303,4.7959,116.9289,-37.5492,175.2622,26.8,0.02,4.1057
1226225,27.42,101200.2578,-4372.9028,-0.863,-9.5321,2.3536,-16.5455,-54.5455,-12.3469,3.8408,-0.4549,-0.7486,-76.1303,5.0231,115.7793,-37.5492,175.2622,26.8,0.02,4.1121
1227226,27.43,101205.2813,-4373.3623,-0.7061,-9.4536,2.4713,-16.6364,-54.0909,-12.449,3.042,-1.5826,3.3401,-75.3501,4.133,116.8956,-37.5492,175.2622,26.8,0.02,4.0992
1228227,27.43,101206.9453,-4373.3467,-0.7845,-9.4928,2.3536,-16.5455,-54.0909,-12.551,2.29,0.1013,3.4421,-76.0752,4.5862,116.4494,-37.5492,175.2622,26.8,0.02,4.1057
1229228,27.43,101201.5938,-4373.0249,-0.6669,-9.4928,2.432,-16.6364,-54.6364,-12.7551,1.8964,-3.4358,3.2692,-75.63,3.893,117.0259,-37.5492,175.2622,26.8,0.03,4.1121
1230229,27.43,101205.5938,-4373.3911,-0.7061,-9.6105,2.2751,-16.7273,-54.2727,-12.551,1.2456,-1.4525,3.0528,-76.6813,4.0893,117.9691,-37.5492,175.2622,26.8,0.04,4.1121
1231230,27.43,101206.2813,-4373.4541,-0.8238,-9.5321,2.3144,-16.4545,-54.4545,-12.3469,0.4026,4.413,3.0739,-76.3528,4.8004,116.1744,-37.5492,175.2622,26.8,0.02,4.1121
1232231,27.43,101200.2813,-4372.9048,-0.863,-9.4928,2.3928,-16.6364,-54.4545,-13.0612,-0.3464,3.7293,3.4199,-75.8524,5.0377,115.1871,-37.5492,175.2622,26.8,0.08,4.1057
1233232,27.43,101202.4375,-4373.1021,-0.7845,-9.5321,2.3928,-16.6364,-54.5455,-12.551,-1.0481,2.6774,3.5236,-75.9083,4.5641,116.3668,-37.5492,175.2622,26.8,0.1,4.1057
1234233,27.43,101204.2813,-4373.2705,-0.8238,-9.4928,2.2751,-16.6364,-54.8182,-12.8571,-1.8074,1.7938,3.5537,-76.5222,4.8236,116.0314,-37.5492,175.2622,26.8,0.06,4.1057
1235234,27.43,101201.9453,-4373.0576,-0.7453,-9.5321,2.2359,-16.3636,-54.0909,-12.0408,-2.4792,1.0986,3.2274,-76.7989,4.3531,117.4909,-37.5492,175.2622,26.8,0.01,4.1121
1236235,27.43,101203.9453,-4373.2402,-0.7453,-9.5321,2.3536,-16.3636,-54.2727,-11.4286,-3.1719,3.3888,3.2981,-76.1303,4.341,117.4764,-37.5492,175.2622,26.8,0.01,4.1057
1237236,27.44,101204.8281,-4373.3213,-0.8238,-9.4536,2.432,-16.6364,-54.3636,-11.8367,-4.0146,-1.1518,3.3271,-75.5729,4.8237,116.3706,-37.5492,175.2622,26.8,0.11,4.1186
1238237,27.44,101205.9922,-4373.4277,-0.7061,-9.6105,2.4713,-16.5455,-54.6364,-12.449,-4.8536,1.1555,3.3361,-75.5792,4.07,116.8082,-37.5492,175.2622,26.8,0.03,4.1121
1239238,27.44,101207.1563,-4373.5342,-0.7845,-9.4536,2.3536,-16.6364,-54.2727,-12.2449,4.8101,-2.6881,3.7706,-76.0197,4.6041,116.7405,-37.5492,175.2622,26.8,0.04,4.1057
1240239,27.43,101205.4453,-4373.3779,-0.7845,-9.5713,2.3536,-16.6364,-54.2727,-11.7347,3.9767,-0.2474,3.7696,-76.185,4.5509,117.4003,-37.5492,175.2622,26.8,0.03,4.1057
1241240,27.43,101209.2813,-4373.7295,-0.7453,-9.4536,2.3928,-16.5455,-54.0909,-11.4286,3.2547,-1.2223,3.6734,-75.7961,4.3705,117.5709,-37.5492,175.2622,26.8,0.03,4.1121
1242241,27.44,101207.5313,-4373.5684,-0.7453,-9.4928,2.3928,-16.6364,-54.4545,-11.7347,2.6133,4.4459,3.1678,-75.8524,4.3536,117.4007,-37.5492,175.2622,26.8,0.01,4.1186
1243242,27.43,101205.7813,-4373.4082,-0.7845,-9.5321,2.3536,-16.6364,-54.4545,-11.6327,1.7941,-2.9503,3.1883,-76.1303,4.5685,117.3525,-37.5492,175.2622,26.8,0,4.0928
1244243,27.44,101207.1563,-4373.5342,-0.7453,-9.4928,2.3928,-16.6364,-54.2727,-11.6327,1.004,2.5951,3.019,-75.8524,4.3536,117.5584,-37.5492,175.2622,26.8,0.01,4.0992
1245244,27.44,101205.4922,-4373.3213,-0.8238,-9.5713,2.432,-16.4545,-54.2727,-11.6327,0.2204,1.4945,3.0372,-75.743,4.7683,116.4591,-37.5492,175.2622,26.8,0.01,4.1121
