TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
135135,24.57,101220.5,-4374.9248,9.2967,-0.353,1.8829,65.9091,-28.9091,-15.7143,-0.6962,-1.7239,-4.1261,-10.6197,-78.3565,53.4491,-37.5492,175.2623,63.6,0.27,4.1379
136136,24.57,101226.9766,-4375.3496,9.3752,0.5492,1.9613,66.7273,-25.4545,-18.3673,-0.1915,-2.2848,-1.0295,15.6422,-77.7429,27.1399,-37.5492,175.2623,63.6,0.04,4.1314
137137,24.57,101226.4844,-4375.3042,9.2575,0.353,2.8635,65.7273,-27.7273,-18.6735,-2.408,-3.0502,-1.5044,7.0284,-72.6896,31.9319,-37.5492,175.2623,63.5,0.12,4.1314
138138,24.57,101223.9766,-4375.0747,9.2575,1.9613,0.4315,66.2727,-24.0909,-21.7347,-1.0864,-3.7684,-1.9099,77.5926,-77.7604,-21.0952,-37.5492,175.2623,63.5,0.17,4.1379
139139,24.58,101226.0391,-4375.2632,8.9829,-0.353,0.4315,62.3636,-36.1818,-18.9796,-2.3578,-3.248,-4.6696,-39.2894,-86.4485,96.1938,-37.5492,175.2623,63.5,0.14,4.1379
140140,24.58,101218.4219,-4374.5659,9.0613,0.9414,1.4906,60.4545,-36.3636,4.4898,-3.0975,-2.0649,-4.6407,32.2756,-78.9898,50.9564,-37.5492,175.2623,63.4,0.45,4.1379
141141,24.58,101214.4297,-4374.2007,9.4536,0.1177,2.7459,57.1818,-35.7273,13.1633,3.1881,4.6971,-4.6326,2.454,-73.7896,82.453,-37.5492,175.2623,63.4,0.73,4.1314
142142,24.58,101219.7344,-4374.6865,9.2967,-0.1569,0.1961,58.5455,-34.1818,11.9388,1.8647,4.3993,-4.3828,-38.6598,-88.4524,146.5226,-37.5492,175.2623,62.3,0.87,4.1379
143143,24.58,101221.2266,-4374.8232,10.9442,0.2354,1.2553,61.4545,-28.8182,9.6939,-1.8138,-4.5626,-1.5597,10.6197,-83.344,84.4338,-37.5492,175.2623,60.9,1.49,4.1443
144144,24.58,101221.8906,-4374.8838,9.4928,1.1768,1.0199,59.1818,-27.0909,16.7347,-2.4635,1.8014,-2.7978,49.0856,-80.6839,58.0297,-37.5492,175.2622,59.9,1.35,4.1443
145145,24.57,101218.0234,-4374.5293,9.0221,-0.1961,0.863,59.6364,-30.8182,13.5714,-1.7692,1.4587,-1.6258,-12.8043,-84.3977,117.6131,-37.5492,175.2622,59.1,1.47,4.1379
146146,24.57,101216.0313,-4374.3477,9.3359,0.3138,1.5298,61.1818,-34.2727,5.4082,-4.6724,0.2107,-1.2602,11.5922,-80.5036,71.4047,-37.5492,175.2622,58.3,1.04,4.1508
147147,24.58,101217.5781,-4374.4888,9.4928,0.2746,1.5298,62,-36,-0.2041,-1.3186,-0.349,-0.5967,10.1755,-80.7013,65.0182,-37.5492,175.2622,57.4,0.32,4.1379
148148,24.58,101221.2266,-4374.8232,9.6105,-0.1569,2.6282,60,-34.7273,8.3673,3.0759,-2.1825,-1.2239,-3.4166,-74.6794,80.3631,-37.5492,175.2622,56.6,0.14,4.1379
149149,24.58,101222.3906,-4374.9292,9.2183,-0.1569,1.1376,60.4545,-35.2727,6.5306,1.8534,-2.2234,0.1385,-7.8533,-82.8991,96.2502,-37.5492,175.2622,55.6,0.25,4.1443
150150,24.57,101217.8594,-4374.5146,9.0221,0.2354,1.4122,62.0909,-34.0909,2.9592,-2.6403,-3.1791,-0.1323,9.4623,-80.9834,70.049,-37.5492,175.2622,54.7,0.07,4.1443
151151,24.58,101222.0547,-4374.8984,9.6497,-0.3923,2.1182,59.4545,-35.9091,7.9592,1.96,4.5508,-0.6733,-10.4915,-77.4154,91.8027,-37.5492,175.2622,54.7,0.1,4.1443
152152,24.58,101221.7188,-4374.8677,9.2183,-0.1961,1.8437,59.9091,-35.0909,8.3673,-0.2274,4.561,-0.8242,-6.0725,-78.6279,89.9721,-37.5492,175.2622,54.7,0.09,4.1314
153153,24.59,101222.9375,-4374.9795,9.2575,0.3138,2.3144,60.8182,-33.6364,7.3469,-0.4704,3.3924,0.4623,7.7218,-75.8405,70.4292,-37.5492,175.2622,54.6,0.07,4.1508
154154,24.58,101219.5859,-4374.6729,9.8459,0.1177,2.1182,61.0909,-38.0909,-2.8571,-3.857,1.8575,0.7266,3.1798,-77.8403,64.9237,-37.5492,175.2622,54.6,0.2,4.1379
155155,24.58,101221.0625,-4374.8076,9.5713,0.0785,2.3144,61.5455,-35.7273,1.9388,1.4792,1.56,1.2162,1.9415,-76.3991,68.9522,-37.5492,175.2622,54.6,0.46,4.1379
156156,24.59,101220.2656,-4374.7349,8.9044,-0.5099,0.1569,58.8182,-40,2.8571,-1.9781,1.6234,-1.0635,-72.8973,-86.571,165.7182,-37.5492,175.2622,54.6,0.46,4.1508
157157,24.58,101218.0938,-4374.5356,8.7868,-3.6873,4.0796,46.7273,-51.3636,8.1633,-0.5849,-3.4079,4.563,-42.1087,-57.9605,106.2965,-37.5492,175.2622,54.7,0.61,4.1443
158158,24.59,101218.9375,-4374.6138,9.7674,-1.4514,0.9414,57.5455,-45.4545,-14.4898,-4.1007,-2.1391,0.3134,-57.0306,-79.9561,118.1616,-37.5492,175.2622,54.2,0.24,4.1443
159159,24.59,101216.7813,-4374.4155,10.042,-0.0392,0.3138,62.0909,-37.8182,-5.5102,2.9037,-2.534,3.0435,-7.125,-88.1962,85.9118,-37.5492,175.2622,53.7,0.19,4.1443
160160,24.59,101220.4375,-4374.7505,9.0613,0.9022,0.0392,65,-32.3636,-16.9388,-3.523,-3.1417,-4.857,87.5104,-84.3086,-21.52,-37.5492,175.2622,53.1,0.11,4.1379
161161,24.58,101211.2969,-4373.9136,9.5321,0.0392,0.6276,63.8182,-29.5455,-26.9388,4.4786,-4.1922,4.7041,3.5763,-86.2255,40.2324,-37.5492,175.2622,52,0.32,4.1443
162162,24.59,101212.6406,-4374.0366,9.6497,-0.6669,1.0983,64.7273,-27.2727,-27.3469,2.5003,3.9526,4.6146,-31.2637,-82.4153,64.7547,-37.5492,175.2622,52,0.26,4.1379
163163,24.58,101210.1328,-4373.8071,9.4928,0.2354,0.5884,65,-21.4545,-30.102,-1.4842,3.4955,-3.8431,21.8014,-86.1807,12.2763,-37.5492,175.2622,51.9,0.07,4.1379
164164,24.58,101209.4688,-4373.7456,9.5321,-0.5884,0.8238,64.9091,-19.6364,-31.0204,1.2985,2.0511,-4.2448,-35.5377,-83.9378,58.7878,-37.5492,175.2622,51.9,0.09,4.1314
165165,24.59,101212.4922,-4374.0234,9.5713,-0.2746,0.7845,65.1818,-18.9091,-30.5102,0.5357,0.8005,-3.9764,-19.29,-85.0367,44.8171,-37.5492,175.2622,51.8,0.06,4.1443
166166,24.59,101216.4531,-4374.3857,9.4144,-0.5492,1.0199,65,-18.4545,-30.8163,0.9907,0.7165,-3.7681,-28.3008,-82.9856,49.6852,-37.5492,175.2622,51.8,0.01,4.1508
167167,24.59,101209.8203,-4373.7788,9.2967,-0.1177,0.5884,64.5455,-18.6364,-32.2449,-0.8346,-0.2126,-2.8899,-11.3099,-86.307,37.4947,-37.5492,175.2622,51.8,0.03,4.1314
168168,24.59,101216.5234,-4374.3921,9.4144,-0.1961,0.4707,64.4545,-19.4545,-32.7551,-2.3016,-0.8456,-2.5322,-22.6199,-86.8995,49.3827,-37.5492,175.2622,51.8,0.05,4.1508
169169,24.61,101220.5391,-4374.7598,9.6497,-0.0392,0.1177,64.3636,-22.7273,-30.9184,-4.594,-2.5662,-2.7384,-18.4349,-89.2635,53.7594,-37.5492,175.2622,51.8,0.02,4.1443
170170,24.59,101219.2891,-4374.6455,9.6497,0.0785,0.9414,64.0909,-31.6364,-23.7755,-3.3329,-2.7336,-2.7611,4.7636,-84.4086,42.3333,-37.5492,175.2622,51.8,0.13,4.1379
171171,24.6,101220.8281,-4374.7861,9.6497,-0.7061,0.4707,63.0909,-35.2727,-20.7143,3.196,-3.178,-2.819,-56.3099,-84.9743,108.4292,-37.5492,175.2622,51.1,0.16,4.1379
172172,24.6,101218.3438,-4374.5586,9.2183,1.1768,2.0398,65.8182,-25.1818,-23.5714,-2.8711,-4.8944,-0.0744,29.9816,-75.6696,11.7429,-37.5492,175.2622,50.4,0.14,4.1508
173173,24.6,101216.0234,-4374.3462,9.1398,-0.1569,0.2354,64.2727,-24.9091,-29.6939,-1.2388,-4.2188,-0.5066,-33.6901,-88.2273,70.9108,-37.5492,175.2622,49.7,0.11,4.1379
174174,24.59,101214.2969,-4374.1885,9.3359,0.5492,1.0983,65.7273,-28,-21.6327,2.7266,3.4424,0.2663,26.5651,-82.5067,20.9374,-37.5492,175.2622,49.2,0.02,4.1379
175175,24.6,101214.5313,-4374.21,10.7873,-0.4315,1.7652,65.3636,-21,-28.9796,0.3867,2.5433,0.4023,-13.7363,-80.438,38.9905,-37.5492,175.2622,49.2,0.11,4.1379
176176,24.59,101217.4688,-4374.479,9.9243,0,0.9807,65.2727,-11.4545,-31.3265,-2.374,1.7572,0.8181,0,-84.3567,16.9458,-37.5492,175.2622,49.1,0.1,4.1314
177177,24.61,101216.8906,-4374.4258,9.5713,-0.353,0.4707,65.2727,-8,-30.7143,0.7248,0.8344,0.6046,-36.8699,-86.4821,46.2848,-37.5492,175.2622,49.1,0.16,4.1379
178178,24.59,101213.3203,-4374.0986,9.5713,0.353,1.0199,64.8182,-4.3636,-30.9184,-3.3025,-0.1436,1.2952,19.0935,-83.5665,-9.0248,-37.5492,175.2622,49.1,0.05,4.1379
179179,24.61,101218.5469,-4374.5781,9.7282,0.353,0.6276,63.1818,8.8182,-24.6939,4.9724,-1.4989,3.0438,29.3577,-85.7665,-42.2146,-37.5492,175.2622,49.1,0.07,4.1314
180180,24.61,101220.0547,-4374.7153,9.4536,-0.5884,0.1961,64.2727,-0.8182,-29.898,-4.771,-1.7793,1.281,-71.565,-86.2463,65.7933,-37.5492,175.2622,49.1,0.05,4.1314
181181,24.6,101212.5469,-4374.1826,9.2967,-0.4707,0.2354,64.2727,-11.2727,-33.4694,4.49,-2.6496,2.3156,-63.4349,-86.76,76.3254,-37.5492,175.2622,49.1,0.14,4.1379
182182,24.6,101216.3594,-4374.377,9.4144,0.1177,0.863,65.2727,-13.7273,-29.898,0.0052,-4.6215,3.1768,7.7652,-84.7143,14.3568,-37.5492,175.2622,49.1,0.23,4.1379
183183,24.6,101215.5469,-4374.3032,8.9829,-0.7453,0.863,64.7273,-18,-31.2245,-1.3282,4.6595,2.6776,-40.8151,-82.7657,59.6546,-37.5492,175.2622,49.1,0.06,4.1314
184184,24.61,101216.7188,-4374.4102,9.4144,1.6475,1.1768,65,-6.3636,-30.2041,4.1386,3.1014,4.1446,54.4623,-77.8629,-30.1875,-37.5492,175.2622,49.1,0.03,4.1379
185185,24.61,101218.3828,-4374.5625,9.0221,0.5492,1.216,63.8182,8.4545,-21.3265,-3.2635,1.9989,4.7618,24.3045,-81.5875,-33.2701,-37.5492,175.2622,49.1,0.2,4.1379
186186,24.61,101217.7188,-4374.502,10.1205,-0.4315,1.1768,63.6364,12.8182,-11.6327,4.6989,1.0559,4.9381,-20.1363,-82.9399,-19.2152,-37.5492,175.2622,49.1,0.26,4.1379
187187,24.6,101212.875,-4374.0576,9.6497,-0.8238,0.8238,63.8182,12.8182,-9.1837,1.9375,0.2517,-4.8854,-45,-83.1162,-6.3498,-37.5492,175.2622,49.1,0.06,4.1443
188188,24.6,101220.1719,-4374.7261,9.0613,-0.7453,0.9414,65,7.4545,-19.5918,-3.496,-0.8748,4.5661,-38.3675,-82.4515,12.5582,-37.5492,175.2622,49,0.06,4.1314
189189,24.62,101223.4219,-4375.0239,9.5713,-0.863,0.353,64.6364,6.3636,-21.8367,4.2799,-1.1561,4.6068,-67.751,-84.436,41.1667,-37.5492,175.2622,49,0.04,4.1314
190190,24.62,101219.7813,-4374.6904,9.2183,-1.0199,1.0983,65.8182,6.1818,-17.0408,-3.7171,-3.3756,4.671,-42.8789,-80.7648,14.6435,-37.5492,175.2622,49,0,4.1443
191191,24.61,101219.5469,-4374.6694,9.4144,-0.2746,0.5099,64.1818,7.9091,-20.6122,-0.5253,-3.0369,-4.4673,-28.3008,-86.4796,6.2131,-37.5492,175.2622,49,0.02,4.1314
192192,24.61,101218.5469,-4374.5781,9.5713,-0.5884,0.863,64.2727,11.0909,-12.3469,-0.3855,-4.5542,-4.1785,-34.2869,-83.7721,-5.408,-37.5492,175.2622,49,0.03,4.1379
193193,24.61,101220.5547,-4374.7617,9.6105,-1.3337,0.6276,64.5455,10.5455,-13.7755,-2.8454,4.6982,-4.1168,-64.7989,-81.2803,17.6813,-37.5492,175.2622,49,0.02,4.1379
194194,24.61,101218.2188,-4374.5474,9.3359,-0.4707,0.5492,63.4545,12.8182,-11.7347,-1.3277,3.6336,-2.9393,-40.6013,-85.5699,-5.416,-37.5492,175.2622,49,0.11,4.1443
195195,24.62,101220.9375,-4374.7964,9.8459,-0.4315,1.7652,63.1818,13.3636,-7.449,-3.6739,1.7109,-2.8437,-13.7363,-79.5431,-27.3221,-37.5492,175.2622,49,0.03,4.1443
196196,24.62,101220.2734,-4374.7358,9.689,0.1569,1.0983,61.5455,16.1818,-1.9388,-0.0319,1.1776,-0.9826,8.1301,-83.4674,-67.8425,-37.5492,175.2622,49,0.03,4.1443
197197,24.62,101220.9375,-4374.7964,9.2183,-0.0392,0.9022,62.7273,14.5455,-4.3878,1.3932,-0.106,-1.6046,-2.4896,-84.4049,-52.2419,-37.5492,175.2622,49,0.02,4.1508
198198,24.62,101220.125,-4374.7222,9.5321,-0.3923,1.3337,62.9091,14.1818,-1.6327,-1.918,-1.6475,-1.2011,-16.3895,-81.7023,-42.0202,-37.5492,175.2622,49,0.02,4.1508
199199,24.63,101217.9844,-4374.5259,9.6105,-0.4315,0.8238,63.0909,13.1818,-3.5714,1.8778,-1.6554,-0.8984,-27.646,-84.4732,-33.1971,-37.5492,175.2622,49,0.05,4.125
200200,24.62,101218.9453,-4374.6143,4.2365,0.7061,1.2553,63.1818,13.8182,-13.0612,4.5769,-1.9027,-0.5281,29.3577,-71.2243,-36.7539,-37.5492,175.2622,49,0.06,4.1379
201201,24.62,101217.4531,-4374.5391,9.4144,-1.4122,0.3923,65.0909,7,-18.3673,-3.8187,-2.3793,-1.8784,-74.4759,-81.1513,36.3089,-37.5492,175.2622,49,0.09,4.1443
202202,24.63,101214.5,-4374.2075,9.2967,-0.2746,1.3337,65.4545,-5.9091,-28.8776,3.0476,-2.5699,-2.3511,-11.6336,-81.6672,17.7408,-37.5492,175.2622,49,0.07,4.1443
203203,24.63,101220.1406,-4374.7236,10.0028,-2.2751,0.8238,61.5455,-33.6364,-27.7551,-4.9526,-1.2202,-4.903,-70.0963,-76.4013,100.6868,-37.5492,175.2622,49,0.1,4.1508
204204,24.62,101219.2969,-4374.6465,9.4144,0.6276,0.5099,63.0909,-35.6364,-16.7347,2.1191,-0.4592,-2.6768,50.9061,-85.0905,12.3076,-37.5492,175.2622,49,0.34,4.1379
205205,24.62,101218.1406,-4374.54,9.4144,-1.216,-1.0591,61.4545,-39.4545,-11.3265,-3.0384,-0.9051,-3.605,-131.0548,-80.2801,-146.5358,-37.5492,175.2622,49,0.15,4.1314
206206,24.63,101221.3047,-4374.8306,7.0608,1.9613,-0.1177,66.1818,-23.3636,-25.4082,-2.6272,-2.0238,0.6008,93.4336,-74.4493,-34.6338,-37.5492,175.2622,48.9,2.03,4.1379
207207,24.63,101220.3125,-4374.7388,8.5514,-2.942,0.7061,59.5455,-32.6364,-33.5714,3.0539,0.4724,-3.3538,-76.5043,-70.5159,93.7952,-37.5492,175.2622,48.6,1.98,4.1443
208208,24.64,101220.7031,-4374.7749,7.8453,-3.2558,4.3149,52.8182,-49.0909,2.7551,-1.5774,2.3468,2.2057,-37.0362,-55.433,84.2061,-37.5492,175.2622,48.2,2.33,4.1314
209209,24.63,101224.625,-4375.1343,8.2376,-3.9227,5.8448,49.7273,-51.1818,1.0204,-3.3275,3.4274,1.0099,-33.8672,-49.4859,76.6159,-37.5492,175.2621,47.9,1.83,4.1379
210210,24.63,101223.8438,-4375.063,10.3166,-3.295,3.8442,50.9091,-49.2727,2.551,-2.3254,0.2744,0.7691,-40.6013,-63.8594,102.7597,-37.5492,175.2621,47.7,2.52,4.1314
211211,24.63,101220.8594,-4374.7896,7.2177,-0.1177,-0.0785,59.4545,-31.6364,12.449,3.485,-3.9773,2.3781,-123.6901,-88.8774,-123.1817,-37.5492,175.2621,47.7,2.65,4.1379
212212,24.64,101223.3594,-4375.0181,8.1199,-1.1376,1.8044,52.7273,-35.5455,21.2245,4.1165,1.5056,1.3802,-32.2288,-75.2811,139.9465,-37.5492,175.2621,47.4,3.08,4.1314
213213,24.64,101224.7031,-4375.1411,10.8265,-0.3923,1.4514,58,-25.1818,21.1224,-1.4418,3.228,2.8369,-15.124,-82.094,134.8907,-37.5492,175.2621,47.1,3,4.1508
214214,24.64,101224.6875,-4375.1396,7.2177,-0.2354,1.8044,54.9091,-22.9091,26.0204,-4.9156,1.5699,1.9355,-7.4314,-75.8496,126.7849,-37.5492,175.2621,46.7,2.86,4.1508
215215,24.64,101226.0313,-4375.2632,10.9834,-1.5691,2.8635,57,-14.2727,24.6939,-4.6878,2.9416,-0.0689,-28.7203,-73.4434,176.6425,-37.5492,175.2621,46.2,2.93,4.1443
216216,24.64,101224.7031,-4375.1411,10.2774,-1.3729,0.6276,62.4545,-1.6364,14.2857,-3.1218,-4.3576,0.2181,-65.4328,-81.6439,-82.0134,-37.5492,175.2621,45.8,3.06,4.125
217217,24.64,101221.0469,-4374.8062,7.1,0.0392,-2.7066,62.2727,5.7273,11.0204,3.6734,-4.4178,1.9485,179.1697,-69.1304,10.2962,-37.5493,175.2621,45.6,2.71,4.1379
218218,24.64,101217.5625,-4374.4868,8.8652,-0.4315,0.1177,60.9091,6.8182,15.3061,1.3832,2.8744,1.8857,-74.7449,-87.1119,-71.2663,-37.5493,175.2621,45.2,2.77,4.1379
219219,24.64,101215.7344,-4374.3198,10.5127,-1.5691,3.2166,60.6364,7.1818,15.7143,-0.4812,1.5705,1.7465,-26.0033,-71.1997,-55.5564,-37.5493,175.2621,44.9,2.57,4.1443
220220,24.64,101221.2031,-4374.8203,8.4729,-0.6276,2.1182,56.8182,7.7273,22.449,-0.6805,-0.8838,4.0241,-16.5044,-75.3859,-107.5793,-37.5493,175.2621,44.5,3.02,4.1379
221221,24.64,101221.5625,-4374.8535,10.2774,-1.8437,4.2757,55.3636,-3.5455,27.8571,-4.5328,-2.0394,3.8672,-23.3254,-65.6267,-102.5582,-37.5493,175.2621,44.2,2.46,4.1443
222222,24.65,101223.8984,-4375.0679,10.1989,-0.9022,0.0392,57.7273,-5.8182,25.102,-2.8491,-1.4423,-4.3433,-87.5104,-84.9399,-94.1117,-37.5493,175.2621,43.9,2.62,4.1314
223223,24.65,101220.9063,-4374.7935,6.5901,-0.1961,-0.863,58.4545,-10.9091,23.7755,1.701,-2.0415,-3.2553,-167.1957,-82.3514,-29.2861,-37.5493,175.2621,43.6,2.83,4.1379
224224,24.65,101227.7656,-4375.4214,8.0807,-2.1575,1.2945,57.0909,-15.0909,25.2041,0.794,-3.8492,-3.6818,-59.0362,-72.7054,-119.2779,-37.5493,175.2621,43.3,2.86,4.1443
225225,24.65,101226.7656,-4375.3301,10.8265,-0.6669,1.5691,58.1818,-7.6364,24.3878,-4.6424,-4.4008,-3.2539,-23.0255,-81.0509,-171.1198,-37.5493,175.2621,42.9,2.76,4.1314
226226,24.66,101226.2891,-4375.2861,7.1785,-0.6669,1.8044,57.7273,-3.2727,24.4898,-0.0221,4.3801,-3.5342,-20.2826,-74.9982,-146.9878,-37.5493,175.2622,42.7,2.82,4.1443
227227,24.65,101224.7813,-4375.1479,12.121,0.3138,4.5111,58.6364,1.3636,22.1429,0.825,3.9056,-2.1699,3.9794,-69.5411,148.64,-37.5494,175.2622,42.5,2.85,4.1443
228228,24.65,101221.7969,-4374.875,8.7083,-1.4514,0.2354,61.3636,-2,17.551,-1.3967,4.1275,-3.8152,-80.789,-80.4164,-72.0784,-37.5494,175.2622,42.3,2.76,4.1314
229229,24.66,101223.6406,-4375.0435,8.6691,-1.6083,2.1182,60.5455,0.3636,18.9796,-3.9989,2.3376,-3.939,-37.2079,-72.9444,-73.3599,-37.5494,175.2622,42,2.49,4.1314
230230,24.66,101223.7969,-4375.0581,9.1006,-1.2945,2.3144,59.3636,7.4545,17.9592,1.3213,0.9893,-3.1162,-29.2192,-73.7546,-71.6946,-37.5494,175.2622,41.8,2.02,4.1379
231231,24.66,101224.625,-4375.1343,8.7083,-1.2553,0.1177,63.8182,7.4545,5.6122,-2.075,3.7741,-3.3501,-84.6442,-81.7622,-21.4764,-37.5494,175.2622,41.6,2.42,4.1314
232232,24.66,101225.3125,-4375.1973,7.8061,-2.3144,1.1376,55.5455,-4.2727,28.0612,0.6287,-3.8504,4.5922,-63.8247,-71.7184,-85.0221,-37.5494,175.2622,41.2,1.5,4.1314
233233,24.66,101218.4922,-4374.5728,10.9442,-2.1182,0.8238,65.4545,7.6364,-6.2245,-3.0226,3.9451,4.3837,-68.7495,-78.2682,7.683,-37.5494,175.2622,41,1.83,4.1314
234234,24.66,101216.3594,-4374.542,9.2967,1.9613,0.5884,61.6364,16.4545,-9.1837,-0.175,2.5966,-1.649,73.3008,-77.5784,-88.1211,-37.5494,175.2622,40.8,1.69,4.1508
235235,24.65,101218.1406,-4374.54,7.4531,-2.7066,-1.4514,64,-2.2727,12.1429,-3.4424,-0.0567,-3.6276,-118.2016,-67.6046,-22.9287,-37.5494,175.2622,40.5,1.57,4.1379
236236,24.67,101224,-4375.0767,10.7873,-1.0983,2.0006,60.9091,10.2727,11.9388,-2.6597,-1.2596,0.505,-28.7676,-78.0543,-63.9652,-37.5494,175.2622,40.2,1.75,4.1443
237237,24.67,101225.9844,-4375.2583,7.7276,-0.3138,0.9414,59.9091,7.3636,15.7143,-2.1081,-3.6411,-0.2436,-18.4349,-82.6823,-112.0658,-37.5494,175.2622,40.1,2.14,4.1379
238238,24.67,101222.6719,-4374.9551,11.5326,-1.2553,2.5105,61.1818,3.2727,16.1224,-0.3842,-3.9039,-0.2546,-26.5651,-76.3212,-79.4996,-37.5494,175.2622,39.9,1.77,4.1314
239239,24.67,101219.8594,-4374.6978,8.1984,-1.5691,-0.2746,62.6364,4.1818,11.4286,1.0185,-4.2202,-1.0142,-99.9262,-79.0046,-30.449,-37.5494,175.2622,39.7,2.74,4.1443
240240,24.67,101223.0078,-4374.9863,9.4144,-1.5298,2.6674,61.2727,9.8182,11.2245,0.2752,4.997,1.0715,-29.8355,-71.9117,-44.3757,-37.5494,175.2622,39.6,2.65,4.1314
241241,24.67,101221.7266,-4374.8691,9.4144,-0.8238,1.216,59.7273,6.4545,17.551,3.6878,1.7494,0.14,-34.1145,-81.1326,-95.9151,-37.5494,175.2623,39.6,2.18,4.1379
242242,24.67,101221.5156,-4374.8496,10.7481,-0.8238,6.0409,56.8182,6.1818,23.3673,-2.4567,-0.2103,2.833,-7.7652,-60.4361,-47.1138,-37.5495,175.2623,39.5,2.47,4.1379
243243,24.68,101223.0781,-4374.9922,7.4531,-0.1569,-1.5298,62.3636,1.7273,14.4898,3.461,1.8448,1.3613,-174.144,-78.3412,0.5111,-37.5495,175.2623,39.4,2,4.1379
244244,24.67,101220.1875,-4374.728,9.7674,-0.5884,2.8635,60.4545,7.0909,14.2857,3.255,-0.1103,2.4102,-11.6115,-73.3377,-61.6659,-37.5495,175.2623,39.2,2.46,4.1314
245245,24.67,101221.3984,-4374.8389,8.7868,-0.3138,1.0199,60.6364,11.0909,11.5306,-2.5591,-1.9143,1.9632,-17.1027,-83.0758,-91.6064,-37.5495,175.2623,39.1,2.25,4.1443
246246,24.68,101216.9375,-4374.4302,10.4343,-1.0591,1.8044,61.9091,11.9091,6.4286,0.9901,-1.5492,2.0464,-30.4111,-78.6614,-46.9217,-37.5495,175.2623,38.8,2.38,4.1379
247247,24.67,101218.0313,-4374.5303,8.0022,-0.7845,-1.0983,62.6364,6.3636,10.4082,-1.0773,-2.5366,1.8825,-144.4623,-80.4259,-2.2259,-37.5495,175.2623,38.6,1.86,4.1379
248248,24.68,101221.7656,-4374.8726,9.4536,-0.6669,1.3337,58.9091,10.7273,14.5918,-2.9096,4.1835,3.2629,-26.5651,-81.0365,-86.3613,-37.5495,175.2623,38.5,1.67,4.1443
249249,24.68,101222.4063,-4374.9312,9.5713,0,2.079,62.4545,8.1818,8.3673,0.911,4.957,2.12,0,-77.745,-58.1636,-37.5495,175.2623,38.3,1.88,4.1314
250250,24.69,101224.9688,-4375.1655,9.1006,-2.589,0.7845,66.8182,3.8182,-10,4.2916,-3.3355,-0.6106,-73.1416,-73.445,18.4808,-37.5495,175.2623,38.2,1.85,4.1314
251251,24.68,101219.2813,-4374.6445,10.0028,-0.9022,-0.3923,63,-6.2727,-34.0816,-3.7255,3.2808,2.4202,-113.4986,-84.3829,114.4644,-37.5495,175.2624,38,1.29,4.1379
252252,24.7,101224.5078,-4375.123,9.4928,-1.6083,0.0785,61,-30.3636,-32.8571,-2.5123,0.9366,1.4878,-87.2073,-80.373,117.8494,-37.5495,175.2624,38,0.54,4.1443
253253,24.69,101224.4844,-4375.1216,8.6299,-0.1569,-0.4707,62.3636,-36.1818,-6.9388,2.9092,2.5322,-4.7096,-161.565,-86.7094,-114.1625,-37.5495,175.2624,37.8,0.2,4.1314
254254,24.69,101229.2813,-4375.3325,9.9243,-0.2746,0.4315,62,-30.7273,6.5306,-2.6168,-0.5499,-3.6406,-32.4712,-87.0499,129.9638,-37.5495,175.2624,37.6,0.34,4.1379
255255,24.69,101223,-4374.9849,9.4928,0,0.5884,61.2727,-29.7273,8.6735,4.6256,-1.5259,-3.7469,0,-86.4531,99.2966,-37.5495,175.2624,37.6,0.22,4.1379
256256,24.7,101227.3281,-4375.3809,9.4928,-0.0785,0.5884,61.7273,-30.4545,7.7551,4.9954,-2.8979,-3.3054,-7.5946,-86.4218,105.0417,-37.5495,175.2624,37.5,0.09,4.1379
257257,24.69,101222.8281,-4374.9692,9.2183,-0.3138,1.6083,63.1818,-31.6364,0.7143,0.3795,-3.6011,-2.2188,-11.0409,-79.9205,81.8953,-37.5495,175.2624,37.5,0.05,4.1379
258258,24.7,101224.0078,-4375.0771,9.2183,1.6867,0.5099,64.2727,-19.0909,-30.7143,4.001,-2.2645,-0.0189,73.1786,-79.178,-31.6407,-37.5495,175.2624,37.5,0.18,4.125
259259,24.7,101225.8281,-4375.2441,9.689,-1.2553,1.4514,65.5454,-3.8182,-26.7347,2.4341,-4.9795,-2.9332,-40.8554,-78.7975,34.079,-37.5495,175.2624,37.5,0.72,4.1379
260260,24.7,101226.3281,-4375.29,9.2575,-0.4707,1.3729,61.1818,14.6364,0.102,-0.3934,0.4239,0.8247,-18.9246,-81.0897,-44.6058,-37.5495,175.2624,37.3,0.62,4.1314
261261,24.7,101224.3594,-4375.1899,8.2768,-1.6083,2.5105,59.7273,11.5455,12.3469,-4.3214,0.4985,3.4053,-32.6446,-70.1899,-45.1087,-37.5495,175.2624,37.2,0.29,4.1379
262262,24.71,101223.7422,-4375.0527,9.2183,-1.1376,2.0398,61,12.7273,9.0816,-4.3229,-0.3131,2.9019,-29.1481,-75.7826,-49.4346,-37.5495,175.2624,37,0.86,4.1379
